primitive_instance,display_name,count,time,eval_direct
"/phylanx/__add$0/2$44$32","add(44, 32)",3,642328,1
"/phylanx/__add$1/2$45$32","add(45, 32)",3,375069,1
"/phylanx/__add$10/2$71$30","add(71, 30)",3,56195,1
"/phylanx/__add$2/2$52$38","add(52, 38)",30,3691754,1
"/phylanx/__add$3/2$53$60","add(53, 60)",30,1536680,1
"/phylanx/__add$4/2$54$52","add(54, 52)",30,437661,1
"/phylanx/__add$5/2$55$38","add(55, 38)",30,450044,1
"/phylanx/__add$6/2$64$38","add(64, 38)",300,19446873,1
"/phylanx/__add$7/2$65$60","add(65, 60)",300,4908812,1
"/phylanx/__add$8/2$66$52","add(66, 52)",300,3162566,1
"/phylanx/__add$9/2$67$38","add(67, 38)",300,3423066,1
"/phylanx/__lt$0/2$35$19","lt(35, 19)",4,209564,1
"/phylanx/__lt$1/2$47$27","lt(47, 27)",33,768667,1
"/phylanx/__lt$2/2$59$27","lt(59, 27)",303,5310367,1
"/phylanx/__mul$0/2$10$26","mul(10, 26)",1,189297,-1
"/phylanx/__mul$1/2$44$55","mul(44, 55)",3,101966,1
"/phylanx/__mul$2/2$45$55","mul(45, 55)",3,91213,1
"/phylanx/__ne$0/2$51$40","ne(51, 40)",30,649599,1
"/phylanx/__ne$1/2$63$40","ne(63, 40)",300,4035775,1
"/phylanx/access-argument$0$filepath/0$6$29","access-argument/filepath(6, 29)",1,800,1
"/phylanx/access-argument$1$row_start/0$6$50","access-argument/row_start(6, 50)",1,4695,1
"/phylanx/access-argument$10$num_factors/2$22$51","access-argument/num_factors(22, 51)",1,873,1
"/phylanx/access-argument$11$num_factors/2$23$34","access-argument/num_factors(23, 34)",1,5503,1
"/phylanx/access-argument$12$num_factors/2$30$49","access-argument/num_factors(30, 49)",1,1256,1
"/phylanx/access-argument$13$num_factors/2$30$62","access-argument/num_factors(30, 62)",1,343,1
"/phylanx/access-argument$14$num_factors/2$31$49","access-argument/num_factors(31, 49)",1,1180,1
"/phylanx/access-argument$15$num_factors/2$31$62","access-argument/num_factors(31, 62)",1,286,1
"/phylanx/access-argument$16$num_factors/2$32$47","access-argument/num_factors(32, 47)",1,834,1
"/phylanx/access-argument$17$num_factors/2$32$60","access-argument/num_factors(32, 60)",1,370,1
"/phylanx/access-argument$18$num_factors/2$33$47","access-argument/num_factors(33, 47)",1,1534,1
"/phylanx/access-argument$19$iterations/2$35$23","access-argument/iterations(35, 23)",4,2892,1
"/phylanx/access-argument$2$row_stop/0$6$62","access-argument/row_stop(6, 62)",1,543,1
"/phylanx/access-argument$20$enable_output/2$37$24","access-argument/enable_output(37, 24)",3,2695,1
"/phylanx/access-argument$21$regularization/2$44$55","access-argument/regularization(44, 55)",3,1958,1
"/phylanx/access-argument$22$regularization/2$45$55","access-argument/regularization(45, 55)",3,2684,1
"/phylanx/access-argument$3$col_start/0$7$25","access-argument/col_start(7, 25)",1,674,1
"/phylanx/access-argument$4$col_stop/0$7$37","access-argument/col_stop(7, 37)",1,198,1
